_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
139665,4156736,2017.0,2017,1951.0,PRIVATE,3,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2017-10-12,61,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,,W0335,43.601151061,-79.506439811,304264.189,4828802.018999999
139666,4153014,2017.0,2017,1930.0,PRIVATE,4,Parkdale-High Park,122 DOWLING AVE,5,27,2017-10-12,65,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0436,43.6367650301,-79.4389483513,309710.453,4832759.28
139667,4153013,2017.0,2017,1973.0,PRIVATE,4,Parkdale-High Park,146 DOWLING AVE,7,68,2017-10-12,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0436,43.6375473099,-79.4394028974,309673.714,4832846.159
139668,4154715,2017.0,2017,1996.0,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2017-10-12,71,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,N1822,43.7863368671,-79.4188830465,311313.334,4849377.413
139669,4154560,2017.0,2017,1954.0,PRIVATE,8,Eglinton-Lawrence,3 DREXEL RD,3,26,2017-10-12,65,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0823,43.721956873100005,-79.4333497118,310154.683,4842224.03
139670,4155202,2017.0,2017,1990.0,SOCIAL HOUSING,4,Parkdale-High Park,4049 DUNDAS ST W,12,208,2017-10-12,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,S0421,43.6634553526,-79.5037202734,304484.24,4835722.738
139671,4154434,2017.0,2017,1968.0,PRIVATE,6,York Centre,195 EXBURY RD,20,159,2017-10-12,72,Evaluation needs to be conducted in 2 years,20,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N0627,43.7301341998,-79.5097819917,303996.516,4843130.381
139672,4154172,2017.0,2017,1960.0,PRIVATE,15,Don Valley West,2 GRANDSTAND PL,6,60,2017-10-12,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,N1533,43.70389820850001,-79.3462344474,317177.385,4840227.066000001
139673,4233372,2017.0,2017,1975.0,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2017-10-12,77,Evaluation needs to be conducted in 3 years,18,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1228,43.704941409499995,-79.3965572814,313121.445,4840336.79
139674,4156296,2017.0,2017,1963.0,PRIVATE,12,Toronto-St. Paul's,33 HOLLY ST,14,162,2017-10-12,71,Evaluation needs to be conducted in 3 years,17,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,4.0,,S1228,43.705896771899994,-79.39618121550001,313151.623,4840442.969
139675,4153779,2017.0,2017,1993.0,SOCIAL HOUSING,12,Toronto-St. Paul's,78 HOLLY ST,16,127,2017-10-12,72,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,S1228,43.7063503756,-79.3969151981,313092.405,4840493.291
139676,4154402,2017.0,2017,1964.0,PRIVATE,6,York Centre,2219 JANE ST,3,12,2017-10-12,65,Evaluation needs to be conducted in 1 year,15,4.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,,N0627,43.7235999669,-79.50892215350001,304065.665,4842404.48
139677,4154403,2017.0,2017,1964.0,PRIVATE,6,York Centre,2221 JANE ST,3,12,2017-10-12,63,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,2.0,4.0,,2.0,4.0,,N0627,43.7238402109,-79.5089780536,304061.165,4842431.169
139678,4154435,2017.0,2017,1968.0,PRIVATE,6,York Centre,2415 JANE ST,20,158,2017-10-12,74,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,N0627,43.730739234,-79.5101143614,303969.752,4843197.602
139679,4154224,2017.0,2017,1960.0,PRIVATE,7,Humber River-Black Creek,2600 JANE ST,13,115,2017-10-12,75,Evaluation needs to be conducted in 2 years,17,5.0,5.0,5.0,4.0,,4.0,4.0,3.0,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,,W0729,43.7405750446,-79.5143347224,303629.973,4844290.36
139680,4154229,2017.0,2017,1968.0,PRIVATE,7,Humber River-Black Creek,2770 JANE ST,4,144,2017-10-12,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,,W0729,43.7474006174,-79.5159466744,303500.287,4845048.686000001
139681,4153531,2017.0,2017,1975.0,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2017-10-12,61,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,S1322,43.667643942,-79.383679432,314164.83,4836195.449
139682,4153532,2017.0,2017,1965.0,PRIVATE,13,Toronto Centre,55 ISABELLA ST,12,82,2017-10-12,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,,3.0,3.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,,S1322,43.667777746000006,-79.383098557,314211.655,4836210.379
139683,4153533,2017.0,2017,1963.0,PRIVATE,13,Toronto Centre,59 ISABELLA ST,14,101,2017-10-12,64,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,S1322,43.667962528000004,-79.382564773,314254.674,4836230.967
139684,4154480,2017.0,2017,1961.0,PRIVATE,8,Eglinton-Lawrence,2700 BATHURST ST,10,149,2017-10-12,63,Evaluation needs to be conducted in 3 years,19,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,N0827,43.7090551064,-79.4281966082,310571.11100000003,4840791.066000001
139685,4154554,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,3240 BATHURST ST,3,28,2017-10-12,64,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,3.0,,N0823,43.7238042937,-79.4313359616,310316.773,4842429.412
139686,4154600,2017.0,2017,1960.0,PRIVATE,6,York Centre,3908 BATHURST ST,4,29,2017-10-12,57,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,,N0629,43.744444822,-79.4363242006,309913.126,4844722.107
139687,4154717,2017.0,2017,1970.0,PRIVATE,18,Willowdale,5754 YONGE ST,12,118,2017-10-11,58,Evaluation needs to be conducted in 3 years,18,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,,N1822,43.7833043666,-79.4169610775,311468.369,4849040.654
139688,4154383,2017.0,2017,1970.0,PRIVATE,6,York Centre,1265 WILSON AVE,4,61,2017-10-11,74,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,N0631,43.723806203,-79.492097765,305420.909,4842428.319
139689,4154382,2017.0,2017,1968.0,PRIVATE,6,York Centre,1277 WILSON AVE,4,80,2017-10-11,63,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,N0631,43.723649067,-79.492914942,305355.071,4842410.858
139690,4154406,2017.0,2017,1968.0,PRIVATE,6,York Centre,1330 WILSON AVE,4,27,2017-10-11,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,,N0627,43.7237259106,-79.49648730220001,305067.523,4842418.431
139691,4154393,2017.0,2017,1958.0,PRIVATE,6,York Centre,1395 WILSON AVE,4,35,2017-10-11,77,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0631,43.721514239399994,-79.5008149928,304718.854,4842172.728999999
139692,4154562,2017.0,2017,1954.0,PRIVATE,8,Eglinton-Lawrence,10 SARANAC BLVD,4,26,2017-10-11,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0823,43.721268466400005,-79.4331088491,310174.151,4842147.567
139693,4154173,2017.0,2017,1959.0,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2017-10-11,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,2.0,4.0,3.0,4.0,,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,N1533,43.703702356899996,-79.3467690026,317134.342,4840205.228
139694,4154149,2017.0,2017,1960.0,PRIVATE,15,Don Valley West,27 THORNCLIFFE PARK DR,7,86,2017-10-11,74,Evaluation needs to be conducted in 3 years,18,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1533,43.7027318598,-79.346464172,317159.11,4840097.456
139695,4153220,2017.0,2017,1955.0,PRIVATE,11,University-Rosedale,224 ST GEORGE ST,9,91,2017-10-11,62,Evaluation needs to be conducted in 3 years,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1127,43.671424708400004,-79.4019787778,312688.81,4836612.569
139696,4153219,2017.0,2017,1969.0,PRIVATE,11,University-Rosedale,250 ST GEORGE ST,11,64,2017-10-11,72,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,S1127,43.672718492899996,-79.4023995508,312654.72,4836756.26
139697,4155064,2017.0,2017,1960.0,PRIVATE,9,Davenport,3 THORNTON AVE,3,17,2017-10-11,65,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0922,43.692937729200004,-79.454744586,308432.533,4838998.971
139698,4154863,2017.0,2017,1956.0,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,2017-10-11,64,Evaluation needs to be conducted in 3 years,17,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,,N1628,43.7295535678,-79.30517927359999,320479.575,4843084.2069999995
139699,4154505,2017.0,2017,1957.0,PRIVATE,8,Eglinton-Lawrence,8 WASDALE CRES,3,10,2017-10-11,60,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,,2.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,,N0823,43.731246847399994,-79.4350947761,310013.27,4843255.994
139700,4154547,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,35 WASDALE CRES,3,10,2017-10-11,56,Evaluation needs to be conducted in 2 years,16,3.0,2.0,2.0,3.0,4.0,2.0,,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.730722623599995,-79.434896794,310029.266,4843197.77
139701,4153155,2017.0,2017,1955.0,PRIVATE,9,Davenport,14 RUSHOLME DR,4,22,2017-10-11,69,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,5.0,3.0,,3.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0934,43.650255834700005,-79.4286011017,310544.063,4834258.652
139702,4153808,2017.0,2017,1959.0,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2017-10-11,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N1537,43.7096715692,-79.3877050261,313834.207,4840863.223
139703,4167679,2017.0,2017,2008.0,PRIVATE,15,Don Valley West,220 REDPATH AVE,8,72,2017-10-11,81,Evaluation needs to be conducted in 3 years,20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1526,43.71127211,-79.394418315,313305.716,4840999.4
139704,4153803,2017.0,2017,1964.0,PRIVATE,12,Toronto-St. Paul's,245 ROEHAMPTON AVE,15,83,2017-10-11,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1221,43.709160333999996,-79.391292239,313544.918,4840806.994
139705,4154561,2017.0,2017,1954.0,PRIVATE,8,Eglinton-Lawrence,14 SARANAC BLVD,3,26,2017-10-11,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0823,43.721616760299995,-79.4332571257,310162.173,4842186.251
139706,4154557,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,42 SARANAC BLVD,3,28,2017-10-11,64,Evaluation needs to be conducted in 3 years,15,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,,N0823,43.7232330003,-79.4317060695,310287.00399999996,4842365.9180000005
139707,4154556,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,44 SARANAC BLVD,3,36,2017-10-11,59,Evaluation needs to be conducted in 3 years,16,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,,,2.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,,N0823,43.72316328310001,-79.4313421885,310316.328,4842358.197
139708,4154555,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,46 SARANAC BLVD,3,36,2017-10-11,65,Evaluation needs to be conducted in 3 years,15,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,,N0823,43.723413773000004,-79.431088371,310336.756,4842386.0430000005
139709,4152816,2017.0,2017,1960.0,PRIVATE,24,Scarborough-Guildwood,550 SCARBOROUGH GOLF CLUB RD,12,200,2017-10-11,63,Evaluation needs to be conducted in 3 years,19,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,,E2430,43.7607487105,-79.2171129347,327562.47,4846570.1219999995
139710,4152819,2017.0,2017,1968.0,PRIVATE,24,Scarborough-Guildwood,567 SCARBOROUGH GOLF CLUB RD,16,224,2017-10-11,72,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,E2431,43.761339074,-79.2150743506,327726.39,4846636.265
139711,4229124,2017.0,2017,1955.0,PRIVATE,9,Davenport,12 RUSHOLME DR,4,29,2017-10-11,70,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,3.0,5.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0934,43.6500598617,-79.42855445020001,310547.845,4834236.883
139712,4154067,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2017-10-11,65,Evaluation needs to be conducted in 2 years,17,3.0,3.0,2.0,2.0,3.0,4.0,,5.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,,S1924,43.707880094,-79.302844655,320715.28,4840691.633
139713,4154063,2017.0,2017,1956.0,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2017-10-11,63,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,2.0,3.0,2.0,,4.0,,,2.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
139714,4153340,2017.0,2017,1920.0,PRIVATE,12,Toronto-St. Paul's,345 ST CLAIR AVE W,4,15,2017-10-11,71,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,2.0,3.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,,S1236,43.6842405143,-79.4116176413,311910.078,4838035.533
139715,4153342,2017.0,2017,1969.0,PRIVATE,12,Toronto-St. Paul's,355 ST CLAIR AVE W,24,168,2017-10-11,87,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1236,43.6839008332,-79.4127883698,311815.717,4837997.694
139716,4153349,2017.0,2017,1982.0,SOCIAL HOUSING,12,Toronto-St. Paul's,707 ST CLAIR AVE W,7,130,2017-10-11,87,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,5.0,S1234,43.6812230253,-79.4266148086,310701.202,4837699.114
139717,4153351,2017.0,2017,1921.0,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,2017-10-11,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,,S1234,43.680680134300005,-79.4292316793,310490.25,4837638.626
139718,4153114,2017.0,2017,1957.0,PRIVATE,9,Davenport,917 ST CLAIR AVE W,3,16,2017-10-11,63,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,2.0,3.0,,S0928,43.6796525284,-79.4341336625,310095.081,4837524.129
139719,4153208,2017.0,2017,1960.0,PRIVATE,11,University-Rosedale,145 ST GEORGE ST,12,130,2017-10-11,68,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,S1127,43.6690890791,-79.3998460545,312861.092,4836353.297
139720,4153209,2017.0,2017,1968.0,PRIVATE,11,University-Rosedale,149 ST GEORGE ST,7,48,2017-10-11,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1127,43.6693083149,-79.4000948762,312840.999,4836377.6280000005
139721,4154696,2017.0,2017,1965.0,PRIVATE,6,York Centre,535 SHEPPARD AVE W,12,83,2017-10-11,64,Evaluation needs to be conducted in 3 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0630,43.755962232600005,-79.4343429276,310071.7,4846001.7530000005
139722,4154695,2017.0,2017,1966.0,PRIVATE,6,York Centre,555 SHEPPARD AVE W,12,112,2017-10-11,64,Evaluation needs to be conducted in 3 years,19,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N0630,43.755642859,-79.4356157794,309969.23699999996,4845966.2
139723,4152703,2017.0,2017,1968.0,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2017-10-11,73,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,E2133,43.747553555299994,-79.282547131,322297.586,4845088.397
139724,4155500,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2017-10-11,63,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,2.0,,W0336,43.610183173900005,-79.4899009077,305599.525,4829804.528
139725,4152884,2017.0,2017,1980.0,PRIVATE,23,Scarborough North,30 KIMBERCROFT CRT,8,94,2017-10-11,78,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2332,43.7906958495,-79.2383755375,325839.99100000004,4849891.516
139726,4153487,2017.0,2017,1923.0,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2017-10-11,63,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,2.0,,3.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,,S1326,43.6638932658,-79.3826414877,314249.38399999996,4835777.947
139727,4153492,2017.0,2017,1928.0,PRIVATE,13,Toronto Centre,58 MAITLAND ST,4,45,2017-10-11,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S1326,43.66483495399999,-79.3811923705,314366.11199999996,4835882.717
139728,4153501,2017.0,2017,1965.0,PRIVATE,13,Toronto Centre,100 MAITLAND ST,18,102,2017-10-11,68,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,2.0,,3.0,,3.0,4.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,,S1326,43.6650800354,-79.37968177479999,314487.904,4835910.112
139729,4156027,2017.0,2017,1910.0,PRIVATE,3,Etobicoke-Lakeshore,2523 LAKE SHORE BLVD W,3,10,2017-10-11,64,Evaluation needs to be conducted in 2 years,14,3.0,4.0,3.0,3.0,,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,4.0,,W0336,43.6102058206,-79.4892486213,305652.179,4829807.05
139730,4156108,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2525 LAKE SHORE BLVD W,3,34,2017-10-11,67,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0336,43.6103321169,-79.4890126716,305671.224,4829821.083000001
139731,4155499,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2017-10-11,63,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0336,43.6100510941,-79.48818596619999,305737.962,4829789.871
139732,4155498,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2017-10-11,62,Evaluation needs to be conducted in 3 years,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
139733,4155497,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2017-10-11,64,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,W0336,43.6096967981,-79.48808184090001,305746.372,4829750.512
139734,4155496,2017.0,2017,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2543 LAKE SHORE BLVD W,3,55,2017-10-11,66,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,4.0,3.0,2.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,2.0,3.0,W0336,43.6095054646,-79.4897087235,305615.04600000003,4829729.24
139735,4155013,2017.0,2017,1930.0,PRIVATE,9,Davenport,240 NORTHCLIFFE BLVD,4,46,2017-10-11,59,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S0925,43.6834994432,-79.4433736309,309349.814,4837950.959
139736,4154069,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,970 O'CONNOR DR,6,56,2017-10-11,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,S1921,43.7085449111,-79.3110644083,320010.786,4840749.181
